run_id	backbone	variant	tf_latft	train_cities	probe_acc	cka_off_diag	mmd_mean	rank_mean	rank_std	in_dist_pdms	ood_pdms	pdms_drop	total_pdms
P1-D3-b	dinov2	ViT-S/14 trainable	TF	P	0.532258064516129	0.9191656623662293	0.011785268783569336	61.65741346703437	2.7863709781741943	64.0	60.73333333333333	3.266666666666673	64.2
P1-D3-c	dinov2	ViT-S/14 rect frozen	TF	P	0.7683284457478006	0.9178388857284596	0.10850787162780762	17.184646187686944	2.4026035595134885	62.1	54.833333333333336	7.266666666666666	58.0
P1-D3-d	dinov2	ViT-S/14 rect trainable	TF	P	0.7683284457478006	0.9156632085417701	0.12649712959925333	10.319448687003893	0.8974253388992451	58.1	53.133333333333326	4.966666666666676	55.8
P1-D3-e	dinov2	ViT-S/14 sq frozen	TF	P	0.7609970674486803	0.7556042861541047	0.03674153486887614	121.75592086524105	11.96982022493077	62.5	54.70000000000001	7.79999999999999	58.1
P1-D3-f	dinov2	ViT-S/14 sq trainable	TF	P	0.7521994134897361	0.7121850353391345	0.03810789187749227	115.27200044196377	9.168618994236716	61.2	54.300000000000004	6.899999999999999	57.7
P1-D4	dinov2	ViT-S/14 frozen	TF	S	0.5967741935483871	0.7882049043976126	0.022565166155497234	116.55454704389844	7.630385737330273	41.0	44.333333333333336	-3.3333333333333357	43.9
P1-D4-b	dinov2	ViT-S/14 trainable	TF	S	0.5601173020527859	0.8834087070388144	0.013560175895690918	90.38825836074751	4.122124802384514	46.9	29.76666666666667	17.13333333333333	31.8
P1-D4-c	dinov2	ViT-S/14 rect frozen	TF	S	0.7991202346041055	0.9151992323221064	0.09593475858370464	18.642241484345792	3.910475459919012	52.4	44.93333333333334	7.4666666666666615	46.4
P1-D4-d	dinov2	ViT-S/14 rect trainable	TF	S	0.7316715542521994	0.9498522976969966	0.10109357039133708	6.524612191799812	1.2254178815787524	46.4	28.366666666666664	18.033333333333335	31.7
P1-D4-e	dinov2	ViT-S/14 sq frozen	TF	S	0.750733137829912	0.7836245021562994	0.05230542023976644	76.75171074690789	9.4576491017674	53.7	26.5	27.200000000000003	30.6
